id,text,url,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,mixtral,local_path
00018.jsonl.gz-16364487,Apartment › Luanda | 3 Bedrooms | 3WC,http://images.egorealestate.com/Z140x105/S5/C5639/P8359552/Tphoto/ID808e7f00-0000-0500-0000-00000438b3b5.jpg,› luanda | 3 bedrooms | 3wc,,no,False,no,1,angola,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00018.jsonl.gz-16364487.jpg
00109.jsonl.gz-469390,"2 Bedrooms apartment, near Makao",http://jhome.bg/wp-content/uploads/2021/02/2-bedrooms-apartment-near-makao-10-835x467.jpg,Makao,sm,sierra leone_chad_gabon,True,angola,1,angola,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00109.jsonl.gz-469390.jpg
00126.jsonl.gz-4963595,Apartment › Talatona | 2 Bedrooms,http://images.egorealestate.com/Z320x240/S5/C5639/P5966477/Tphoto/ID8d0a5b00-0000-0500-0000-000003c4923b.jpg,› talatona | 2 bedrooms,,no,False,no,1,angola,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00126.jsonl.gz-4963595.jpg
00073.jsonl.gz-15335358,"Studio apartment in Antigua and Barbuda, Saint John's",https://clickstay.s3-eu-west-1.amazonaws.com/images/property/206230/896x597/55702878-studio-apartment-Antigua-and-Barbuda.jpg,Antigua,sm,spain_australia_mexico,True,antigua and barbuda,1,antigua and barbuda,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00073.jsonl.gz-15335358.jpg
00008.jsonl.gz-7374206,2 bedroom Apartment for rent in Jolly Harbour,https://clickstay.s3-eu-west-1.amazonaws.com/images/property/289077/345x239/62406229-beach-apartment-Jolly-Harbour-Antigua-and-Barbuda.jpg,2,,no,False,no,1,antigua and barbuda,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00008.jsonl.gz-7374206.jpg
00115.jsonl.gz-185994,Ocean Front/Pool - 1 bedroom Villa Apartment - Flowers Bay,https://a0.muscache.com/im/pictures/bb674e23-a90b-4d3b-89c6-361623161f5f.jpg?aki_policy=large,front/pool - 1 - flowers,,no,False,no,1,antigua and barbuda,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00115.jsonl.gz-185994.jpg
00009.jsonl.gz-12749104,Apartment Corrientes and Billinghurst - 4rentargentina,https://www.4rentargentina.com/fotos/apartamento/2733/almagro_buenos_aires_4_medio.jpg,Billinghurst,md,argentina_south africa,True,argentina,1,argentina,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00009.jsonl.gz-12749104.jpg
00041.jsonl.gz-17269917,Apartment in Puerto Madero,https://www.4rentargentina.com/fotos/apartamento/1630/puerto-madero_buenos_aires_8_medio.jpg,Puerto Madero,sm,mexico_argentina,True,argentina,1,argentina,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00041.jsonl.gz-17269917.jpg
00057.jsonl.gz-5411504,Beautiful Apartment for 2 or 3 in Barrio Norte - San Clemente del Tuyu vacation rentals,http://tap2.fkimg.com/media/vr-splice-l/00/7b/ae/c6.jpg,Barrio Norte,trf,dominican republic_mexico_argentina_colombia,True,argentina,1,argentina,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00057.jsonl.gz-5411504.jpg
00068.jsonl.gz-17955902,Apartment-for-rent-in-Yerevan,https://myrealty.am/images/a4/04/a404bc953b93d31026180c6e88ba1875(5)_600x460.JPG,Yerevan,trf,armenia,False,armenia,1,armenia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00068.jsonl.gz-17955902.jpg
00077.jsonl.gz-2194307,"Apartment, 3 room, Yerevan, Shengavit",https://pic.estate.am/image/80/11/8011615e0eee1c9c38ec4ca3d002abcc_d2w181h136.jpg,Shengavit,sm,no,False,no,1,armenia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00077.jsonl.gz-2194307.jpg
00106.jsonl.gz-1985590,"Apartment, 2 room, Yerevan, Kanaker-Zeytun",https://pic.estate.am/image/3a/e7/3ae774f79a631a694247f42007c0310c_d2w181h136.jpg,Yerevan_Kanaker-Zeytun,trf,armenia,False,armenia,1,armenia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00106.jsonl.gz-1985590.jpg
00118.jsonl.gz-13875130,Divi dutch village beach resort updated 2018 prices reviews photos aruba apartment - Divi village beach resort ...,https://media-cdn.tripadvisor.com/media/photo-s/12/99/5c/8a/divi-dutch-village-beach.jpg,aruba,sm,"nepal_philippines_bonaire, sint eustatius and saba_ghana_colombia_indonesia_kenya_aruba",True,aruba,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00118.jsonl.gz-13875130.jpg
00105.jsonl.gz-14805078,Studio Apartment stone throw from everything Aruba - Oranjestad vacation rentals,https://tap1.fkimg.com/media/vr-splice-l/00/0e/2f/67.jpg,Aruba,trf,"nepal_philippines_bonaire, sint eustatius and saba_ghana_colombia_indonesia_kenya_aruba",True,aruba,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00105.jsonl.gz-14805078.jpg
00095.jsonl.gz-972064,"Peaceful Apartment on Private Beach, Pos Chiquito",http://media-cdn.tripadvisor.com/media/vr-splice-l/01/52/12/aa.jpg,Private Beach,sm,no,False,no,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00095.jsonl.gz-972064.jpg
00065.jsonl.gz-9334961,"43/1 Sporting Drive, Thuringowa Central 4817, QLD Apartment Photo",https://d3qtx5cwjhbvrw.cloudfront.net/photos/images/214932194/30b386dfcac5eedab76203de-6d356dadaa6220fd6428c532157d7a8f6d807ca1-1632699578-primary.?1632699578,Thuringowa Central 4817,sm,no,False,no,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00065.jsonl.gz-9334961.jpg
00098.jsonl.gz-13044246,"503/28 Stanley Street, Collingwood 3066, VIC Apartment Photo",https://d3qtx5cwjhbvrw.cloudfront.net/photos/images/220560723/2fcca86fd1bd98776002cf37-8-94e9-c719-bef0-ba9_d613-9698-b047-6671-ce05-94f3-827f-c8f2_20201008035625-1602136704-primary.jpg?1602136704,Collingwood,trf,united kingdom_zimbabwe_new zealand_australia_canada_united states,True,australia,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00098.jsonl.gz-13044246.jpg
00028.jsonl.gz-300617,"7/70 Howard Avenue, Dee Why 2099, NSW Apartment Photo",https://d3qtx5cwjhbvrw.cloudfront.net/photos/images/221220821/e28c4145b3d9ccbb8e767c68-156714725696323909-rsd-1604460346-thumbnail.jpg?1604460346,Dee Why_NSW,trf,australia,False,australia,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00028.jsonl.gz-300617.jpg
00030.jsonl.gz-3386986,Apartment in Zell am See - Superb Alpine Lodges Zell am See 6-8pax,https://www.zellamsee-kaprun.co.at/en/rentals/fotos/2/1485871173119926252258111fa33077b5409f73fe/huge14858711807864a25f63cf382a07441cdfc2f7130b.jpg,Zell am_Zell am,trf,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00030.jsonl.gz-3386986.jpg
00127.jsonl.gz-17154884,Garden apartment at Kitzbuehel Schwarzsee,http://estate.austria-partner.com/photos/AP-ZA-QU973-02.jpg,kitzbuehel schwarzsee,,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00127.jsonl.gz-17154884.jpg
00032.jsonl.gz-4226143,"""Holiday apartment """"Haus Ehrenbergblick""""""",https://images.traum-ferienwohnungen.de/6987/1410812/24/haus-ehrenbergblick.jpg,"""holiday """"haus ehrenbergblick""""""",,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00032.jsonl.gz-4226143.jpg
00001.jsonl.gz-13472172,Amazing apartment in Guba,https://a0.muscache.com/im/pictures/93ed7c21-1e9e-4234-af0c-b4f6283a755b.jpg?im_w=480,Guba,sm,"philippines_ethiopia_pakistan_malaysia_china_nigeria_botswana_somalia_south africa_congo, the democratic republic of the_myanmar_mozambique_belarus_russian federation_kenya_bolivia, plurinational state of",True,azerbaijan,1,azerbaijan,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00001.jsonl.gz-13472172.jpg
00005.jsonl.gz-5314325,Azerbaijani President and his spouse attend opening ceremony of apartment buildings for disabled and martyr families in Sumgayit (PHOTO) - Gallery Thumbnail,https://cdn.trend.az/2012/12/24/gallery_thumbs/President_241212_6.jpg,Sumgayit,sm,no,False,no,1,azerbaijan,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00005.jsonl.gz-5314325.jpg
00003.jsonl.gz-140972,"Damage is seen inside an apartment building that was allegedly damaged by recent shelling during fighting over the breakaway region of Nagorno-Karabakh in Tartar region, Azerbaijan, Wednesday, Sept. 30, 2020. AP",https://img.koreatimes.co.kr/upload/newsV2/images/202010/4b5166ad3566400a933523a81d0acfe6.jpg/dims/resize/740/optimize,Tartar_Azerbaijan,sm,"azerbaijan_cameroon_iran, islamic republic of_sudan_switzerland_russian federation",True,azerbaijan,1,azerbaijan,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00003.jsonl.gz-140972.jpg
00009.jsonl.gz-17351692,clean bedroom linens in Bahamas - Villa Allamanda Twin luxury apartment,https://www.servereworldsystem.com/include/temps/apts/1329/thumb/13a.jpg,Bahamas,sm,spain_brazil_uruguay_bahamas,True,bahamas,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00009.jsonl.gz-17351692.jpg
00041.jsonl.gz-16202908,"Additional photo for property listing at Cable Beach Manor Apartment Complex - MLS 14533 Cable Beach, Nassau And Paradise Island, Bahamas",http://hgchristie.net/crossroads/photos/property_tour/tour_picture_7_163_23454.jpg,Nassau_Bahamas,sm,spain_jamaica_canada_cuba_austria_bahamas_germany_brazil_south africa_indonesia_uruguay_united states,True,bahamas,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00041.jsonl.gz-16202908.jpg
00013.jsonl.gz-17111631,1 Bedroom  Apartment in  BEACHFRONT HOUSE  on BEST BEACH in EXUMA sleeping 2-4,https://media-cdn.tripadvisor.com/media/vr-splice-l/04/ee/21/f6.jpg,BEST BEACH,sm,no,False,no,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00013.jsonl.gz-17111631.jpg
00103.jsonl.gz-5868764,Excellent 3 Bedroom Modern Fully Furnished Apartment Saar Inclusive,https://opensooq-images.os-cdn.com/previews/560x400/a8/db/a8dbd9c3ef30094806b0f8418de69b325bc47bcfcdde12051163c96e7fdb004a.jpg.jpg,3 saar,,no,False,no,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00103.jsonl.gz-5868764.jpg
00065.jsonl.gz-13094780,Ad Photo: Apartment 1 bedroom 1 bath 45 sqm lux in Busaiteen  Al Muharraq,http://www.semsarbahrain.com/media/341/realestate_%D8%B3%D8%AA%D9%88%D8%AF%D9%8A%D9%88-%D9%85%D9%81%D8%B1%D9%88%D8%B4-%D9%84%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D8%A8%D8%B3%D9%8A%D8%AA%D9%8A%D9%86-320-%D8%AF%D9%8A%D9%86%D8%A7%D8%B1-%D8%B4%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1120190130153723_th.png,photo: 1 1 45 sqm busaiteen muharraq,,no,False,no,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00065.jsonl.gz-13094780.jpg
00001.jsonl.gz-6862728,Ad Photo: Apartment 2 bedrooms 2 baths 150 sqm in Amwaj Islands  Al Muharraq,http://www.semsarbahrain.com/media/341/realestate_للايجار-شقة-جديدة-فى-امواج-مفروشة-بالكامل120180126121235_th.jpg,Amwaj Islands,trf,bahrain,False,bahrain,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00001.jsonl.gz-6862728.jpg
00031.jsonl.gz-10035898,"2 Bedroom Apartment for Rent in 7 No. West Sholoshohor Ward, Chattogram - Ready 800 SQ FT apartment is now to Rent in 7 No. West Sholoshohor Ward",https://images-cdn.bproperty.com/thumbnails/918858-400x300.jpeg,Rent,sm,russian federation,False,russian federation,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00031.jsonl.gz-10035898.jpg
00011.jsonl.gz-17958722,"Front view - 3 Bed Apartment to Rent in Uttara, Dhaka - 1889314",https://images.bproperty.com/w1024_h768/4/24304146_1889314.jpg,Uttara,sm,bangladesh,False,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00011.jsonl.gz-17958722.jpg
00061.jsonl.gz-15176523,"3 Bedroom Apartment for Sale in Sutrapur, Dhaka - Tastefully Designed This 1350 Sq. Ft Apartment Is Now Vacant For Sale In Narinda.",https://images-cdn.bproperty.com/thumbnails/1229035-400x300.jpeg,Sutrapur_Narinda,sm,madagascar_bangladesh,True,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00061.jsonl.gz-15176523.jpg
00085.jsonl.gz-8327113,Coconut Walk Apartment. A new upscale 2 bed suite - Silver Sands vacation rentals,https://tap1.fkimg.com/media/vr-splice-l/02/7d/e0/b5.jpg,apartment. 2 - sands rentals,,no,False,no,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00085.jsonl.gz-8327113.jpg
00080.jsonl.gz-17265287,"Apartment in Rockley, Barbados",https://cdn.clickstay.com/images/property/181617/450x312/6fc3ee101f7215d4592d69685c1d2dbd_54ad3adc3bce3.JPG,Rockley_Barbados,sm,united kingdom_australia_canada_brazil_south africa_barbados,True,barbados,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00080.jsonl.gz-17265287.jpg
00069.jsonl.gz-14797710,"Sapphire Beach 203, 2 bedroom, 3 bedroom apartment in St. Lawrence Gap & South Coast, Barbados Photo #11",https://www.sun-hat-villas.com/photos/1934/11.jpg,Sapphire Beach,sm,"australia_virgin islands, u.s.",True,barbados,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00069.jsonl.gz-14797710.jpg
00061.jsonl.gz-3696837,"Grodno, Belarus - August 2, 2016: A modern multistory apartment house with round balconies in Grodno district against the blue sky. Lookup.",https://static2.bigstockphoto.com/thumbs/2/5/1/large2/152806484.jpg,Belarus_Grodno,sm,belarus_poland,True,belarus,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00061.jsonl.gz-3696837.jpg
00097.jsonl.gz-1258004,APARTMENT MINSK Karla Marksa 45 - Minsk vacation rentals,https://tap2.fkimg.com/media/vr-splice-l/00/63/43/5e.jpg,APARTMENT_Minsk,sm,belarus_russian federation,True,belarus,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00097.jsonl.gz-1258004.jpg
00088.jsonl.gz-2942274,"Excellent, Cozy apartment - Minsk",https://a0.muscache.com/im/pictures/c8286ec6-c2af-41ab-98ea-c2e084704919.jpg?aki_policy=x_medium,Minsk,sm,belarus_russian federation,True,belarus,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00088.jsonl.gz-2942274.jpg
00084.jsonl.gz-16372680,"Apartment With 2 Bedrooms in Waterloo, With Wifi, Brabant Wallon",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/12/03/82a12f87-8d48-4e2d-89cf-f8f20a8359bd-1606977435731-442d147c843d6a8c7676dc17e8bc1908.jpg,Waterloo,sm,united kingdom_zimbabwe_new zealand_australia_saint vincent and the grenadines_sierra leone_philippines_suriname_south africa_guyana_trinidad and tobago_germany_sri lanka_curaçao_colombia_ireland_jamaica_canada_bahamas_belgium_united states,True,belgium,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00084.jsonl.gz-16372680.jpg
00005.jsonl.gz-10138969,"Thumbnail 3 bedroom apartment for sale in Vronerodelaan 67, 1180 Ukkel, Belgium",https://lid.zoocdn.com/354/255/3d0e5b5116e84e4a51a3a6faf5a2df147baacee1.jpg,Belgium,sm,belgium_united states_south africa,True,belgium,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00005.jsonl.gz-10138969.jpg
00007.jsonl.gz-9672148,apartment by the sea ostend,https://a0.muscache.com/im/pictures/8e84a6b2-a91a-4353-9107-0ab9dc7f9569.jpg?aki_policy=large,ostend,,no,False,no,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00007.jsonl.gz-9672148.jpg
00099.jsonl.gz-12149740,Watson Rental. Private one bedroom apartment. - Belmopan - 公寓,https://a0.muscache.com/im/pictures/f9d0e697-869f-4f89-b4c9-25da107e8b69.jpg?aki_policy=x_medium,Belmopan,trf,belize,False,belize,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00099.jsonl.gz-12149740.jpg
00102.jsonl.gz-2463873,Modern 1 Bed Apartment on Canal - Belize City vacation rentals,https://tap1.fkimg.com/media/vr-splice-l/04/05/bf/32.jpg,Belize City,trf,belize,False,belize,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00102.jsonl.gz-2463873.jpg
00042.jsonl.gz-13311433,"Ethan's Hideaway - Spacious Studio Apartment, Belize City",https://media-cdn.tripadvisor.com/media/vr-splice-l/03/5b/a5/91.jpg,Belize City,sm,belize,False,belize,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00042.jsonl.gz-13311433.jpg
00121.jsonl.gz-9513011,"GREAT INVESTMENT, 2 BEDROOM APARTMENT IN BENI...",https://www.villasbuigues.com/imagenes/upload/villasbuigues/villasbuigues-propiedades_5898747e1415a-520x347.jpg,BENI,trf,"nepal_papua new guinea_zimbabwe_indonesia_australia_ghana_malawi_pakistan_guinea_côte d'ivoire_india_nigeria_zambia_türkiye_congo, the democratic republic of the_sierra leone_mozambique_guinea-bissau",True,benin,1,benin,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00121.jsonl.gz-9513011.jpg
00125.jsonl.gz-6915822,Your apartment for a perfect stay in Benin,https://a0.muscache.com/im/pictures/9c8d969d-4d3b-4037-9820-8b2970456c75.jpg?im_w=480,Benin,sm,benin_ghana_belarus,True,benin,1,benin,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00125.jsonl.gz-6915822.jpg
00122.jsonl.gz-15861104,Beautiful cozy apartment in Thimphu city center,https://a0.muscache.com/im/pictures/d91e452b-27ab-4e23-8eef-a0b0e7750e19.jpg?aki_policy=large,Thimphu,sm,bhutan,False,bhutan,1,bhutan,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00122.jsonl.gz-15861104.jpg
00089.jsonl.gz-16692294,Yangchenphu Apartment Service with best view.,https://a0.muscache.com/im/pictures/b586e863-11d8-43b0-b64d-f9a89342dcdc.jpg?aki_policy=large,yangchenphu view.,,no,False,no,1,bhutan,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00089.jsonl.gz-16692294.jpg
00090.jsonl.gz-11400179,accommodation;apartment;apartments;Bolivia;capital;Capital-of-Bolivia;Chuqi-Yapu;cities;city;cityscape;cityscapes;condo;condominium;condominiums;condos;high-density-housing;house;houses;housing;Killi-Killi-Lookout;Killi-Killi-Viewpoint;La-Paz;Latin-America;lookout;lookouts;Mirador-Killi-Killi;Nuestra-Señora-de-La-Paz;residence;residences;South-America;steep;steep-hill;steep-hillside;steep-hillsides;Sth-America;The-Americas;view;viewpoint;viewpoints;views,http://www.davidwallphoto.com/gallery/South_America/Bolivia/gallery_SABo055.jpg,accommodation;apartment;apartments;bolivia;capital;capital-of-bolivia;chuqi-yapu;cities;city;cityscape;cityscapes;condo;condominium;condominiums;condos;high-density-housing;house;houses;housing;killi-killi-lookout;killi-killi-viewpoint;la-paz;latin-america;lookout;lookouts;mirador-killi-killi;nuestra-señora-de-la-paz;residence;residences;south-america;steep;steep-hill;steep-hillside;steep-hillsides;sth-america;the-americas;view;viewpoint;viewpoints;views,,no,False,no,1,bolivia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00090.jsonl.gz-11400179.jpg
00060.jsonl.gz-16080604,accommodation;apartment;apartments;Bolivia;capital;Capital-of-Bolivia;Chuqi-Yapu;cities;city;cityscape;cityscapes;condo;condominium;condominiums;condos;high-density-housing;house;houses;housing;Killi-Killi-Lookout;Killi-Killi-Viewpoint;La-Paz;Latin-America;lookout;lookouts;Mirador-Killi-Killi;Nuestra-Señora-de-La-Paz;residence;residences;South-America;Sth-America;The-Americas;view;viewpoint;viewpoints;views,http://davidwallphoto.com/gallery/South_America/Bolivia/gallery_SABo050.jpg,accommodation;apartment;apartments;bolivia;capital;capital-of-bolivia;chuqi-yapu;cities;city;cityscape;cityscapes;condo;condominium;condominiums;condos;high-density-housing;house;houses;housing;killi-killi-lookout;killi-killi-viewpoint;la-paz;latin-america;lookout;lookouts;mirador-killi-killi;nuestra-señora-de-la-paz;residence;residences;south-america;sth-america;the-americas;view;viewpoint;viewpoints;views,,no,False,no,1,bolivia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00060.jsonl.gz-16080604.jpg
00084.jsonl.gz-15733719,renting an apartment in sucre bolivia,https://www.sucrelife.com/wp-content/uploads/2014/08/renting-an-apartment-in-sucre-bolivia.png,sucre_bolivia,trf,"mexico_philippines_bonaire, sint eustatius and saba_venezuela, bolivarian republic of_australia_cuba_ecuador_guatemala_nicaragua_brazil_peru_argentina_colombia_south africa_costa rica_united states_bolivia, plurinational state of",True,bolivia,1,bolivia,/data2/abhipsa/geographical-profiling-static/data/image_folders/apartment_region_balanced_images/00084.jsonl.gz-15733719.jpg
