id,text,url,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,mixtral,local_path
00018.jsonl.gz-12288921,"Talatona Convention Hotel, Angola",https://www.south-african-hotels.com/media/talatona-convention-hotel-exterior(1).jpg,Angola,sm,"colombia_uganda_brazil_peru_angola_central african republic_united states_bolivia, plurinational state of_bonaire, sint eustatius and saba_côte d'ivoire",True,angola,1,angola,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00018.jsonl.gz-12288921.jpg
00123.jsonl.gz-9250792,"Hotel Presidente Luanda Luanda Located along the Bay of Luanda and decorated in a modern colonial style, this hotel features an extensive breakfast buffet, a gym and a terrace. All rooms are air conditioned and offer free internet.",https://i.pinimg.com/236x/16/f7/e3/16f7e3a57703bb7acbd8ad2b76b1ddc1--novo-hotel-breakfast-buffet.jpg,Luanda Luanda Located,md,no,False,no,1,angola,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00123.jsonl.gz-9250792.jpg
00049.jsonl.gz-11716476,COCOS Hotel Antigua - All Inclusive - COUPLES ONLY 2,https://cdn.ostrovok.ru/t/640x400/content/27/bd/27bdd5daaf7ec9b7d94aa04a97f8637781bf9f9a.jpeg,antigua - - couples 2,,no,False,no,1,antigua and barbuda,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00049.jsonl.gz-11716476.jpg
00010.jsonl.gz-11554038,Фото отеля Hawksbill by Rex Resorts Hotel 3*,https://tophotels.ru/icache/hotel_photos/126/1396/145170/1268257_200x200.JPG,фото отеля hawksbill resorts 3*,,no,False,no,1,antigua and barbuda,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00010.jsonl.gz-11554038.jpg
00125.jsonl.gz-6950413,Cocos Hotel Antigua - All Inclusive - Adults Only - 15,https://photo.hotellook.com/image_v2/crop/h415158_15/600/400.auto,antigua - - adults - 15,,no,False,no,1,antigua and barbuda,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00125.jsonl.gz-6950413.jpg
00072.jsonl.gz-2755616,Design Suites Buenos Aires Hotel Buenos Aires - Swimming Pool,http://pix3.agoda.net/hotelimages/524/5248/5248_13031311140010783984.jpg?s=312x235,Buenos Aires_Buenos Aires,trf,"peru_honduras_puerto rico_nicaragua_guatemala_costa rica_el salvador_chile_venezuela, bolivarian republic of_cuba_united states_dominican republic_sao tome and principe_panama_brazil_philippines_italy_uruguay_mexico_colombia_ecuador_spain_bolivia, plurinational state of_argentina",True,argentina,1,argentina,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00072.jsonl.gz-2755616.jpg
00057.jsonl.gz-11233972,Argentina Buenos Aires Plaza Hotel Corner Of Florida Street and Charcas Stree...,https://storage.googleapis.com/hippostcard/p/8858bb1bd6aa707a18254f5b06caf04b-300.jpg,Argentina_Buenos Aires,trf,"peru_honduras_puerto rico_nicaragua_guatemala_costa rica_el salvador_chile_venezuela, bolivarian republic of_cuba_united states_dominican republic_sao tome and principe_panama_brazil_philippines_italy_uruguay_south africa_mexico_colombia_ecuador_spain_bolivia, plurinational state of_argentina",True,argentina,1,argentina,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00057.jsonl.gz-11233972.jpg
00007.jsonl.gz-6354557,Travelers in argentina now get a complete vat refund for hotel accommodation,https://usenethealth.com/wp-content/uploads/2017/07/ways-to-get-free-accommodations-and-compensated_1_1-150x150.jpg,argentina,trf,guatemala_south africa_mexico_colombia_costa rica_brazil_chile_cuba_italy_argentina,True,argentina,1,argentina,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00007.jsonl.gz-6354557.jpg
00074.jsonl.gz-14286501,"YEREVAN, ARMENIA - JAN 5, 2017: Entrance in Hotel National, it is modern hotel, member of Luxury Group",https://static1.bigstockphoto.com/4/8/1/large2/184460320.jpg,YEREVAN_ARMENIA,trf,"guatemala_south africa_philippines_mexico_colombia_costa rica_ecuador_el salvador_russian federation_honduras_armenia_united states_bolivia, plurinational state of",True,armenia,1,armenia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00074.jsonl.gz-14286501.jpg
00071.jsonl.gz-17431824,Jermuk Hotel and SPA,https://q-xx.bstatic.com/xdata/images/hotel/max300/215240968.jpg?k=c9ada7bb5b8d75088f9e20fc0f42780e524d473648dd63b50459d30912599a3e&o=,jermuk,,no,False,no,1,armenia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00071.jsonl.gz-17431824.jpg
00042.jsonl.gz-2743694,"The hotel combines natural stone and wood textures, with patterns and elements that reflect Armenian culture",https://www.leisureopportunities.co.uk/images/THUMB11275_834059.jpg,"combines textures, patterns elements",,no,False,no,1,armenia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00042.jsonl.gz-2743694.jpg
00082.jsonl.gz-15953436,Divi Aruba All Inclusive Hotel,https://travelo.be/wp-content/uploads/2018/04/Divi-Aruba-All-Inclusive-hotel-Aruba-324x324.jpg,divi aruba,,no,False,no,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00082.jsonl.gz-15953436.jpg
00109.jsonl.gz-3388484,"Hotel Amsterdam Manor Beach Resort, Aruba",https://images.anchoice.cz/93/675998/427-200/7997.jpg,Aruba,sm,"aruba_kenya_colombia_ghana_philippines_bonaire, sint eustatius and saba_indonesia_nepal",True,aruba,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00109.jsonl.gz-3388484.jpg
00033.jsonl.gz-3429303,Hotel Riu Palace Aruba: View from 7th floor,https://media-cdn.tripadvisor.com/media/photo-s/05/a4/f5/25/hotel-riu-palace-aruba.jpg,Aruba,trf,"aruba_kenya_colombia_ghana_philippines_bonaire, sint eustatius and saba_indonesia_nepal",True,aruba,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00033.jsonl.gz-3429303.jpg
00037.jsonl.gz-12667380,The Oriental Hotel Tumut - eAccommodation,https://www.eaccommodation.com/img-central/res/131/the-oriental-hotel-tumut-001.jpg,tumut - eaccommodation,,no,False,no,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00037.jsonl.gz-12667380.jpg
00022.jsonl.gz-6258972,Kangaroo Hotel: Double room1,https://media-cdn.tripadvisor.com/media/photo-s/04/7b/dc/23/kangaroo-hotel.jpg,room1,md,nepal,False,nepal,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00022.jsonl.gz-6258972.jpg
00101.jsonl.gz-16714455,outdoor BBQ area at Oaks Woolloongabba hotel with views of Brisbane city in distance at sunset,"https://assets.oakshotels.com/image/upload/q_auto,f_auto/media/minor/oaks/images/australia/queensland/cbd/woolloongabba/800x385/oaks-woolloongabba-rooftop-swimming-pool-9.jpg",Brisbane,sm,south africa_philippines_australia_canada_united states,True,australia,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00101.jsonl.gz-16714455.jpg
00040.jsonl.gz-9932865,Hotel Kaiserhof **** Thurner-Straße 4 07752/82488 Office@kaiserhof.at,http://www.castellum-palustre.at/wp-content/uploads/sites/8/2016/03/Hotel-Kaiserhof.png,kaiserhof **** thurner-straße 4 07752/82488 office@kaiserhof.at,,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00040.jsonl.gz-9932865.jpg
00027.jsonl.gz-11624368,l wen hotel montafon in schruns holidaycheck vorarlberg sterreich. Black Bedroom Furniture Sets. Home Design Ideas,"https://media-cdn.holidaycheck.com/w_1280,h_720,c_fill,q_80/ugc/images/2a4d33db-5785-3246-9605-dec75a653616",montafon schruns holidaycheck vorarlberg sterreich. sets. ideas,,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00027.jsonl.gz-11624368.jpg
00028.jsonl.gz-2490090,"Aparthotel Garni Dorfplatzl: 2 views of the front of the hotel, 2 views from our room balcony towards the mountain and a view",https://media-cdn.tripadvisor.com/media/photo-s/0e/cd/3a/76/2-views-of-the-front.jpg,"aparthotel garni dorfplatzl: 2 views hotel, 2 views",,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00028.jsonl.gz-2490090.jpg
00109.jsonl.gz-7238790,Affordable Luxury by the Beach hotel in Baku,https://www.bilgahbeachhotel.com/storage/app/media/uploads/332d5-BBH-hotel-sport-basket.jpg,Baku,sm,"china_papua new guinea_cameroon_congo, the democratic republic of the_zimbabwe_ghana_united states_azerbaijan_norway_indonesia_nepal",True,azerbaijan,1,azerbaijan,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00109.jsonl.gz-7238790.jpg
00098.jsonl.gz-14161410,"Night view of Baku Four Seasons Hotel Beaux-Arts-style building exterior with lights, illuminated roof","https://m.fourseasons.com/alt/img-opt/~70.1530.64,7056-480,0894-2850,0000-1603,1250/publish/content/dam/fourseasons/images/web/BKU/BKU_287_original.jpg",Baku,trf,"china_papua new guinea_cameroon_congo, the democratic republic of the_zimbabwe_ghana_united states_azerbaijan_norway_indonesia_nepal",True,azerbaijan,1,azerbaijan,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00098.jsonl.gz-14161410.jpg
00042.jsonl.gz-5911333,Jumeirah Bilgah Beach Hotel is one of Tested Foods.,https://irs0.4sqi.net/img/general/699x268/MBFT4CLMG03HTRQPBGC1DMPYDSCI5YWJQ0GQHGYBKKTO2SVK.jpg,Jumeirah,md,united arab emirates,False,united arab emirates,1,azerbaijan,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00042.jsonl.gz-5911333.jpg
00054.jsonl.gz-6886083,Grand Lucayan a Radisson Resort - hotel Bahamas,https://him.nusatrip.net/BS/00/706437000/acbf069cf810077e836bd59754c831df_fta.jpg,Bahamas,sm,brazil_uruguay_spain_bahamas,True,bahamas,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00054.jsonl.gz-6886083.jpg
00073.jsonl.gz-6920925,"In this Grand Hyatt Baha Mar Bahamas Hotel Review, we show you why this resort is a great option for your pre-cruise hotel stay this summer. Bahamas Hotels, Bahamas Vacation, Bahamas Cruise, Cruise Vacation, Vacation Destinations, Top Cruise Lines, Beachy Room, Swimming Pigs, Adventure Of The Seas",https://i.pinimg.com/236x/7f/ef/30/7fef305f29abdc1f443df73b65094c38.jpg,Bahamas Vacation,md,no,False,no,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00073.jsonl.gz-6920925.jpg
00120.jsonl.gz-2011627,Crystal Sand Beach Resorts: Crystal Sand Hotel,https://media-cdn.tripadvisor.com/media/photo-s/02/34/ad/d6/crystal-sand-hotel.jpg,resorts:,,no,False,no,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00120.jsonl.gz-2011627.jpg
00099.jsonl.gz-10186457,"Creating a better, green world at Mövenpick Hotel Bahrain",https://i0.wp.com/etn.travel/wp-content/uploads/2018/11/MC3B6venpick-Hotel-Bahrain-696x453-1.jpg?fit=420%2C273&ssl=1,Bahrain,md,bahrain_pakistan,True,bahrain,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00099.jsonl.gz-10186457.jpg
00098.jsonl.gz-15834652,Mercure Grand Hotel Seef / All Suites Fotos,http://www.hrsstatic.com/fotos/0/3/256/256/80/FFFFFF/http%3A%2F%2Ffoto-origin.hrsstatic.com%2Ffoto%2F3%2F6%2F7%2F5%2F367551%2F367551_u_716584.jpg/cQg9kkkJg3DfT5soWUsKGw%3D%3D/128%2C128/6/Mercure_Grand_Hotel_Seef_All_Suites-Manama-Info-2-367551.jpg,mercure seef / suites fotos,,no,False,no,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00098.jsonl.gz-15834652.jpg
00107.jsonl.gz-9242270,"Accor, GFH partner to open Mama Shelter hotel in Bahrain",https://www.hoteliermiddleeast.com/public/styles/760_507_wide_landscape/public/images/2019/10/06/The-Harbour-Row-Project---Image-2.jpg?itok=fMAJg6uq,Bahrain,sm,bahrain_pakistan,True,bahrain,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00107.jsonl.gz-9242270.jpg
00055.jsonl.gz-2929973,Top 10 five star hotel in bangladesh best hotel in bd for Five star hotel,https://i.ytimg.com/vi/05SfGuKKqIU/maxresdefault.jpg,bangladesh_bd,trf,bangladesh,False,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00055.jsonl.gz-2929973.jpg
00109.jsonl.gz-8618166,Room rates of Dhaka Regency Hotel in Bangladesh,https://1.bp.blogspot.com/-81iY40D3e3g/VAfd1SwekMI/AAAAAAAACIo/-0spavgQqlE/s1600/Room%2Brate%2Bof%2BDhaka%2BRegency%2BHotel.jpg,Bangladesh,sm,bangladesh,False,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00109.jsonl.gz-8618166.jpg
00110.jsonl.gz-1811456,Picture of FARS Hotel & Resorts in Dhaka,https://exp.cdn-hotels.com/hotels/15000000/14700000/14695600/14695568/8f1b32e8_b.jpg,Dhaka,sm,bangladesh_india_nepal_pakistan,True,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00110.jsonl.gz-1811456.jpg
00113.jsonl.gz-11296197,Fort Recovery Beachfront Villa & Suites Hotel : Beach & Buildings at Ft. Recovery,https://media-cdn.tripadvisor.com/media/photo-s/05/05/f0/bf/fort-recovery-beachfront.jpg,beachfront & suites : & buildings ft.,,no,False,no,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00113.jsonl.gz-11296197.jpg
00112.jsonl.gz-17964342,"One Sandy Lane was built to emulate the beauty of the Sandy Lane Hotel, the legendary resort on the Platinum Coast of Barbados.",https://luxurydefined.christiesrealestate.com/hs-fs/hubfs/One%20Sandy%20Lane%20Caribbean%20(2).jpg?t=1510957939317&amp;width=691&amp;name=One%20Sandy%20Lane%20Caribbean%20(2).jpg,Barbados,trf,brazil_barbados,True,barbados,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00112.jsonl.gz-17964342.jpg
00091.jsonl.gz-11225550,The Caribbean Court Boutique Hotel,https://media-cdn.tripadvisor.com/media/photo-s/08/0b/22/7a/the-caribbean-court-boutique.jpg,boutique,,no,False,no,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00091.jsonl.gz-11225550.jpg
00053.jsonl.gz-17090420,Minsk Hotel in Other,http://pix0.agoda.net/hotelimages/673/67361/67361_0912211029001987475.jpg?s=312x235,minsk,,no,False,no,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00053.jsonl.gz-17090420.jpg
00043.jsonl.gz-17629244,Hotels in Belarus - hotel Dom number 15 - double 1-room suite (building №1),https://belhotel.by/images/obj/940/100_big.jpg,Belarus,sm,belarus,False,belarus,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00043.jsonl.gz-17629244.jpg
00074.jsonl.gz-16489712,"MINSK, BELARUS - AUGUST, 2017: Full seamless panorama 360 degrees angle view in interior of modern swimming pool in elite hotel in royalty free stock photo",https://thumbs.dreamstime.com/t/minsk-belarus-august-full-seamless-panorama-degrees-angle-view-interior-modern-swimming-pool-elite-hotel-minsk-belarus-139414155.jpg,MINSK_BELARUS,trf,russian federation_belarus,True,belarus,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00074.jsonl.gz-16489712.jpg
00004.jsonl.gz-2586072,Photo de Sheraton Brussels Airport Hotel,http://media-cdn.tripadvisor.com/media/photo-l/08/56/a8/4b/sheraton-brussels-airport.jpg,,,no,False,no,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00004.jsonl.gz-2586072.jpg
00015.jsonl.gz-17704759,HOTEL SHERATON BRUSSELS,https://suppimg.dtcdn.net/GEODB/1208767063.jpg,BRUSSELS,sm,south africa_philippines_belgium_canada_united states,True,belgium,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00015.jsonl.gz-17704759.jpg
00053.jsonl.gz-2756450,"Radisson Collection Hotel, Grand Place Brussels",https://cdn.mice-access.com/hotels/11907/images/709656cab352f89.jpg?490%7C275%7C%5E,Brussels,sm,south africa_philippines_belgium_canada_united states,True,belgium,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00053.jsonl.gz-2756450.jpg
00069.jsonl.gz-15579974,"Sea Dreams Hotel, Hotel in Caye Caulker",https://cf.bstatic.com/xdata/images/hotel/square200/199333924.jpg?k=c9c3a27b3389e0fb9f15a97cee53d10c6ee430b6987fd25080c453b0179c4dea&o=,Caye Caulker,trf,belize,False,belize,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00069.jsonl.gz-15579974.jpg
00027.jsonl.gz-13201538,Ramada Belize City Princess Hotel,https://media-cdn.tripadvisor.com/media/photo-o/06/2e/d9/dd/pool.jpg,belize,,no,False,no,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00027.jsonl.gz-13201538.jpg
00091.jsonl.gz-8399312,Just a small hotel on the beach in Belize.,http://media-cdn.tripadvisor.com/media/photo-l/02/4c/29/5b/just-a-small-hotel-on.jpg,Belize,sm,"angola_bolivia, plurinational state of_belize",True,belize,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00091.jsonl.gz-8399312.jpg
00067.jsonl.gz-7902786,Fabio's LifeTour - Benin (2013 May) - Cotonou - Hotel du Lac - 1478 cover,https://www.lifetour.net/wp-content/uploads/2018/07/Fabios-LifeTour-Benin-2013-May-Cotonou-Hotel-du-Lac-1478-cover-2.jpg,Benin_Cotonou,trf,ghana_benin_belarus,True,benin,1,benin,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00067.jsonl.gz-7902786.jpg
00099.jsonl.gz-4370206,"Sea-Water Swimming Pool, Hotel Jardin Brasilien, Ouidah, Benin",http://willdoherty.org/wordpress/wp-content/uploads/2008/02/DSCN2016.JPG,Ouidah,sm,benin,False,benin,1,benin,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00099.jsonl.gz-4370206.jpg
00054.jsonl.gz-7610223,"Residence Maryka II, Cotonou, Benin, experience living like a local, when staying at a hotel in Cotonou",https://www.instantworldbooking.com/directory/Benin/img/residencemarykaii_cotonou_img.5239boris.esteveboris.esteve89.jpg,Cotonou_Benin_Cotonou,trf,ghana_benin_belarus,True,benin,1,benin,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00054.jsonl.gz-7610223.jpg
00027.jsonl.gz-9390242,Picture of Hotel Pema Karpo in Punakha,https://exp.cdn-hotels.com/hotels/18000000/17690000/17680700/17680658/72989adc_e.jpg,Punakha,sm,no,False,no,1,bhutan,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00027.jsonl.gz-9390242.jpg
00002.jsonl.gz-4622257,Hotel White Tara Hotels In Bhutan,http://www.hotel.bt/wp-content/uploads/2016/11/Hotel.jpg,Bhutan,sm,south africa_bhutan_pakistan,True,bhutan,1,bhutan,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00002.jsonl.gz-4622257.jpg
00048.jsonl.gz-6940092,The Best Claw Foot Bathtub In All Of Bhutan At Gangtey Goenpa Lodge Boutique Hotels Interiors Hotel Architecture Bhutan,https://i.pinimg.com/originals/88/11/5e/88115e2307ebb9c42518bf57733940c7.jpg,Bhutan_Bhutan,trf,south africa_bhutan_pakistan,True,bhutan,1,bhutan,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00048.jsonl.gz-6940092.jpg
00089.jsonl.gz-13877574,"La Isla de los Tucanes, a 5 star Hotel in Rurrenabaque",https://boliviatravelsite.com/Images/Hotelpics/Isla_de_los_Tucanes_Rurrenabaque_0.jpg,Rurrenabaque,trf,"bolivia, plurinational state of",False,"bolivia, plurinational state of",1,bolivia,/data2/abhipsa/geographical-profiling-static/data/image_folders/hotel_region_balanced_images/00089.jsonl.gz-13877574.jpg
