Unnamed: 0,id,text,url,processed_gpe,predicted_model,string_matches,predicted_country,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,heirarchical_without_sm_geonames_1,mixtral,svm,svm_1,local_path
562177,00116.jsonl.gz-3439723,Armenia hoodies men sweatshirt polo sweat new hip hop streetwear flag nation team country tracksuit nation jerseyes Armenian ARM(China),http://ae01.alicdn.com/kf/HTB1xkwoRVXXXXa5XpXXq6xXFXXXO/Nat-Armenia01-H.jpg_220x220.jpg,Armenia,sm,{'country': 'armenia'},armenia,"armenia_colombia_mexico_ecuador_russian federation_south africa_el salvador_guatemala_united states_costa rica_honduras_bolivia, plurinational state of_philippines",True,armenia,"Ecuador_South Africa_Guatemala_Armenia_Bolivia, Plurinational State of_Russian Federation_Honduras_United States_Mexico_Philippines_El Salvador_Costa Rica_Colombia",armenia,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00116.jsonl.gz-3439723.jpg
235951,00072.jsonl.gz-17409403,Stock Photo of puzzle with the national flag of armenia,http://d1hw6n3yxknhky.cloudfront.net/056796343_iconm.jpeg,armenia,trf,{'country': 'armenia'},armenia,"armenia_colombia_mexico_ecuador_russian federation_south africa_el salvador_guatemala_united states_costa rica_honduras_bolivia, plurinational state of_philippines",True,armenia,"Ecuador_South Africa_Guatemala_Armenia_Bolivia, Plurinational State of_Russian Federation_Honduras_United States_Mexico_Philippines_El Salvador_Costa Rica_Colombia",armenia,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00072.jsonl.gz-17409403.jpg
22955,00006.jsonl.gz-13182940,Fluttering image of the Aruba national flag Stock Photo - 2613798,https://us.123rf.com/450wm/rabidbadger/rabidbadger0802/rabidbadger080200107/2613798-fluttering-image-of-the-aruba-national-flag.jpg,Aruba,sm,{'country': 'aruba'},aruba,"indonesia_aruba_bonaire, sint eustatius and saba_colombia_nepal_ghana_kenya_philippines",True,aruba,"Ghana_Bonaire, Sint Eustatius and Saba_Indonesia_Kenya_Nepal_Philippines_Colombia_Aruba",aruba,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00006.jsonl.gz-13182940.jpg
949289,00030.jsonl.gz-15364487,Aruba flag rectangular sticker,http://rlv.zcache.com/aruba_flag_rectangular_sticker-rac765d53eeb44c54a4da5fa59b6d631d_v9wxo_8byvr_324.jpg,Aruba,sm,{'country': 'aruba'},aruba,"indonesia_aruba_bonaire, sint eustatius and saba_colombia_nepal_ghana_kenya_philippines",True,aruba,"Ghana_Bonaire, Sint Eustatius and Saba_Indonesia_Kenya_Nepal_Philippines_Colombia_Aruba",aruba,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00030.jsonl.gz-15364487.jpg
321937,00093.jsonl.gz-1831759,Aruba Flag Gear Ornament (Round),https://i3.cpcache.com/product/76953622/aruba_flag_gear_ornament_round.jpg?width=550&amp;height=550&amp;Filters=%5b%7b%22name%22%3a%22background%22%2c%22value%22%3a%22F2F2F2%22%2c%22sequence%22%3a2%7d%5d,Aruba,sm,{'country': 'aruba'},aruba,"indonesia_aruba_bonaire, sint eustatius and saba_colombia_nepal_ghana_kenya_philippines",True,aruba,"Ghana_Bonaire, Sint Eustatius and Saba_Indonesia_Kenya_Nepal_Philippines_Colombia_Aruba",aruba,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00093.jsonl.gz-1831759.jpg
485435,00033.jsonl.gz-5328248,Flag of Victoria Australia. T-Shirt,https://rlv.zcache.ca/flag_of_victoria_australia_t_shirt-rb7575ef4faf84cd5bf36bacb1fba929b_k2gmx_324.jpg,Victoria Australia,trf,"{'country': 'united states', 'location': 'victoria'}",united states,no,False,no,no,australia,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00033.jsonl.gz-5328248.jpg
739359,00001.jsonl.gz-7373035,Australian Flag on Pole - 45 x 22.5cm,https://www.partysource.com.au/assets/thumb/200780.png,- 45 22.5cm,,{},,no,False,no,no,australia,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00001.jsonl.gz-7373035.jpg
526279,00037.jsonl.gz-5381005,GORGEOUS AUSTRALIAN FLAG JEWELRY BOX,http://rlv.zcache.com/gorgeous_australian_flag_jewelry_box-rc0af8464dd414258b5c54888616dbcfb_aglbn_8byvr_324.jpg,,,{},,no,False,no,no,australia,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00037.jsonl.gz-5381005.jpg
826681,00065.jsonl.gz-15213734,Austria flag button — Stock Vector,http://static5.depositphotos.com/1000244/438/v/170/depositphotos_4383435-Austria-flag-button.jpg,Austria,sm,{'country': 'austria'},austria,greece_austria_mexico_philippines,True,austria,Greece_Philippines_Mexico,austria,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00065.jsonl.gz-15213734.jpg
321562,00122.jsonl.gz-11308666,"Fotografie, Obraz  Abstract Austria Flag, Austrian Colors (Vector Art)",https://as1.ftcdn.net/jpg/01/07/09/68/500_F_107096836_WHh6KB0Hh49meJWAjE5e1vxmAYvNbR3y.jpg,"fotografie, obraz austria flag, (vector art)",,{'country': 'austria'},austria,no,False,no,no,austria,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00122.jsonl.gz-11308666.jpg
835026,00040.jsonl.gz-17080691,"05.04.2017, Red Bull Arena, Salzburg, AUT, OeFB Samsung Cup, FC Red Bull Salzburg vs KSV 1919, Viertelfinale, im Bild Feature Lienienrichter, Fahne // Linesman with Flag during the OeFB Samsung Cup quarterfinal match between FC Red Bull Salzburg and KSV 1919 at the Red Bull Arena in Salzburg, Austria on 2017/04/05. EXPA Pictures © 2017, PhotoCredit: EXPA/ JFK",https://ssl.c.photoshelter.com/img-get2/I0000PcnqGS.9ZD4/fill=/fit=250x250/I0000PcnqGS.9ZD4.jpg,Salzburg_Viertelfinale_Salzburg_Austria,sm,{},,chile_germany_mexico_south africa_greece_austria_philippines,True,austria,South Africa_Germany_Greece_Austria_Chile_Philippines_Mexico,austria,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00040.jsonl.gz-17080691.jpg
654907,00084.jsonl.gz-12066806,Flag of Azerbaijan Beautiful 3d animation of the Azerbaijan flag in loop mode,https://dm0qx8t0i9gc9.cloudfront.net/thumbnails/video/VA6SJW4tgijzcn7ja/flag-of-azerbaijanbeautiful-3d-animation-of-the-azerbaijan-flag-in-loop-mode_b5l7ou6_thumbnail-180_01.jpg,Azerbaijan,sm,{'country': 'azerbaijan'},azerbaijan,"iran, islamic republic of_azerbaijan",False,azerbaijan,"Iran, Islamic Republic of",azerbaijan,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00084.jsonl.gz-12066806.jpg
37558,00070.jsonl.gz-4224980,The flag of Azerbaijan. Photo: REUTERS/Stoyan Nenov,https://www.eng.kavkaz-uzel.eu/system/uploads/article_image/image/0001/18790/view_2.jpg,Azerbaijan,sm,{'country': 'azerbaijan'},azerbaijan,"iran, islamic republic of_azerbaijan",False,azerbaijan,"Iran, Islamic Republic of",azerbaijan,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00070.jsonl.gz-4224980.jpg
841009,00015.jsonl.gz-10433715,Azerbaijan 3 wide embroidery flag patch free shipping embroidered logo iron patch/applique badge/all for sewing,https://ae01.alicdn.com/kf/HTB1_X_jQVXXXXaAapXXq6xXFXXX5/Azerbaijan-3-wide-embroidery-flag-patch-embroidered-logo-iron-patch-applique-badge-all-for-sewing.jpg_220x220.jpg,Azerbaijan,sm,{'country': 'azerbaijan'},azerbaijan,"iran, islamic republic of_azerbaijan",False,azerbaijan,"Iran, Islamic Republic of",azerbaijan,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00015.jsonl.gz-10433715.jpg
755898,00075.jsonl.gz-17121637,Bahamas Flag Mini Banner,https://cdn.shopify.com/s/files/1/0513/0403/8550/products/BahamasFlagMiniBanner_2.jpg?v=1609295580,bahamas mini,,{},,uruguay_brazil_bahamas_spain,False,bahamas,Spain_Brazil_Uruguay,bahamas,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00075.jsonl.gz-17121637.jpg
861550,00033.jsonl.gz-6985749,Bahamas flag waving animation. Full Screen. Symbol of the country.,https://ak1.picdn.net/shutterstock/videos/1010550071/thumb/1.jpg,Bahamas,sm,{},,uruguay_brazil_bahamas_spain,True,bahamas,Spain_Brazil_Uruguay,bahamas,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00033.jsonl.gz-6985749.jpg
264219,00022.jsonl.gz-443355,Bahamas Flag Sticker (Rectangle),"https://i3.cpcache.com/product/1510726886/Bahamas_Flag_Sticker_Rectangle_300x300.jpg?height=300&amp;width=300&amp;qv=90&amp;side=front&amp;Filters=[%7B&quot;name&quot;:&quot;background&quot;,&quot;value&quot;:&quot;ddddde&quot;,&quot;sequence&quot;:2%7D]",bahamas (rectangle),,{},,no,False,no,no,bahamas,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00022.jsonl.gz-443355.jpg
733099,00026.jsonl.gz-15144613,"bahrain76: Muharraq Island, Bahrain: control tower with Bahraini flag - Bahrain International Airport - BAH - photo by M.Torres - (c) Travel-Images.com - Stock Photography agency - Image Bank",http://www.travel-images.com/pht/bahrain76.jpg,Muharraq Island_Bahrain,sm,{'country': 'bahrain'},bahrain,pakistan_bahrain,True,bahrain,Bahrain_Pakistan,bahrain,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00026.jsonl.gz-15144613.jpg
738419,00014.jsonl.gz-14659470,The flag of the Kingdom of Bahrain - Authentic version Bath Mat,"https://ctl.s6img.com/society6/img/kFM7t0n95MB3yYR2WFQAzyqoeF4/h_264,w_264/bath-mats/small/top/~artwork,fw_2592,fh_1656,fy_-17,iw_2592,ih_1690/s6-0019/a/7363574_3512646/~~/the-flag-of-the-kingdom-of-bahrain-authentic-version-jjo-bath-mats.jpg?wait=0&amp;attempt=0",the Kingdom of Bahrain - Authentic,sm,{},,no,False,no,no,bahrain,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00014.jsonl.gz-14659470.jpg
716092,00112.jsonl.gz-3991374,"Bahrain Flag Button and Map Posters, Art Prints",https://images.clipartof.com/small/1607457-Bahrain-Flag-Button-And-Map-Poster-Art-Print.jpg,"bahrain posters, prints",,{'country': 'bahrain'},bahrain,no,False,no,no,bahrain,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00112.jsonl.gz-3991374.jpg
572379,00120.jsonl.gz-14190113,Bangladesh tiger flag,https://t1.ftcdn.net/jpg/00/58/16/62/400_F_58166267_2CfR3ZCeeMNfBfDgKqvcT9KEkFz4zIsr.jpg,Bangladesh,trf,{'country': 'bangladesh'},bangladesh,bangladesh,False,bangladesh,Bangladesh,bangladesh,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00120.jsonl.gz-14190113.jpg
371643,00104.jsonl.gz-17236928,Picture of: Bangladesh National Flag Marking The Country Location On World Stock Photo Picture And Royalty Free Image Image 72959319,https://previews.123rf.com/images/kagenmi/kagenmi1702/kagenmi170200026/72959319-bangladesh-national-flag-marking-the-country-location-on-world-map-3d-rendering-parts-of-this-image-.jpg,Bangladesh,trf,{'country': 'bangladesh'},bangladesh,bangladesh,False,bangladesh,Bangladesh,bangladesh,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00104.jsonl.gz-17236928.jpg
474521,00038.jsonl.gz-9754795,Flag: 1971 flag of Bangladesh  reverse |  landscape flag | 1.35m² | 14.5sqft | 90x150cm | 3x5ft,https://static.magflags.net/media/catalog/product/cache/b756e98438727cbd4415a0b646d85461/B/D/BD-bangladesh_1971_reverse.png_22.png,Bangladesh,sm,{'country': 'bangladesh'},bangladesh,bangladesh,False,bangladesh,Bangladesh,bangladesh,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00038.jsonl.gz-9754795.jpg
223979,00127.jsonl.gz-1671007,Round Pin With Flag Of Barbados,https://static1.bigstockphoto.com/thumbs/6/5/8/large2/85612880.jpg,Barbados,trf,{'country': 'barbados'},barbados,barbados_brazil,True,barbados,Barbados_Brazil,barbados,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00127.jsonl.gz-1671007.jpg
833641,00100.jsonl.gz-15859383,vector flag of barbados in map and web buttons shapes,http://images.crestock.com/2470000-2479999/2474598-2xs.jpg,shapes,,{'country': 'barbados'},barbados,barbados_brazil,False,barbados,Barbados_Brazil,barbados,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00100.jsonl.gz-15859383.jpg
695134,00081.jsonl.gz-4928942,Flag Of Barbados Stock Video Footage,https://d31l02nbp0owar.cloudfront.net/m/t/127/1261824/a-0096.jpg,,,{'country': 'barbados'},barbados,no,False,no,no,barbados,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00081.jsonl.gz-4928942.jpg
521768,00008.jsonl.gz-4810687,6216 belarus map and flag vector,http://cdn.vectorstock.com/i/thumbs/46/44/2574644.jpg,6216 belarus,,{'country': 'belarus'},belarus,belarus,False,belarus,Belarus,belarus,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00008.jsonl.gz-4810687.jpg
456202,00071.jsonl.gz-17976509,BELARUS National Flag Embroidered Iron On Sew On Patch Badge For Clothes etc,https://i.ebayimg.com/thumbs/images/g/KJcAAOSw8KJc~jEX/s-l200.jpg,belarus embroidered etc,,{'country': 'belarus'},belarus,no,False,no,no,belarus,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00071.jsonl.gz-17976509.jpg
377040,00055.jsonl.gz-5258142,"belarus, country, flag, national icon",https://cdn0.iconfinder.com/data/icons/international-square-flags-1/512/belarus_national_country_flag-2-128.png,belarus,trf,{'country': 'belarus'},belarus,belarus,False,belarus,Belarus,belarus,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00055.jsonl.gz-5258142.jpg
443395,00046.jsonl.gz-6789232,Belgium Rugby - Belgian Flag On Standing Rugby Ball - 3D Illustration,https://static2.bigstockphoto.com/thumbs/8/2/1/large2/128915627.jpg,Belgium,trf,{'country': 'belgium'},belgium,belgium_south africa_united states,True,belgium,South Africa_United States,belgium,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00046.jsonl.gz-6789232.jpg
918901,00115.jsonl.gz-6434860,Flag of belgium handmade square shape vector,http://cdn.vectorstock.com/i/thumbs/72/37/4257237.jpg,belgium,,{'country': 'belgium'},belgium,belgium_south africa_united states,False,belgium,South Africa_United States,belgium,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00115.jsonl.gz-6434860.jpg
5725,00006.jsonl.gz-4013001,NATO flag flying at NATO Headquarters Brussels.,https://cdn.cnn.com/cnnnext/dam/assets/151125174232-nato-flag-live-video.jpg,Brussels,sm,"{'country': 'united states', 'location': 'brussels'}",united states,canada_belgium_south africa_united states_philippines,True,belgium,South Africa_Belgium_Canada_United States_Philippines,belgium,1,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/flag_region_balanced_images/00006.jsonl.gz-4013001.jpg
