id,text,url,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,mixtral,local_path
00117.jsonl.gz-8287634,"Additional photo for property listing at Azure Residences 2 bedroom Eagle Beach, Aruba Aruba",http://m.sothebysrealty.com/236i0/zagdyhn6wn9gm566888vkkd417i,Eagle Beach_Aruba_Aruba,sm,"colombia_aruba_philippines_ghana_indonesia_bonaire, sint eustatius and saba_nepal_canada_kenya",True,aruba,1,aruba,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00117.jsonl.gz-8287634.jpg
00054.jsonl.gz-4085649,The master bedroom of a home for sale at Eaton's Hill,http://www.philsavoryphotography.com.au/wp-content/uploads/2020/02/Aruba-09_04.jpg,Eaton,sm,jamaica_australia_united kingdom_canada_united states,True,australia,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00054.jsonl.gz-4085649.jpg
00113.jsonl.gz-15193369,Kids Bedroom Furniture Sydney,https://icanhasgif.com/wp-content/uploads/2014/11/Kids-Bedroom-Furniture-Sydney-150x150.jpg,Sydney,trf,south africa_philippines_sri lanka_australia_vanuatu_canada_united states,True,australia,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00113.jsonl.gz-15193369.jpg
00113.jsonl.gz-1011823,Studio 99 Serviced Apartments: Twin Room in 2 bedroom apartment,https://media-cdn.tripadvisor.com/media/photo-s/01/f3/5b/51/twin-room-in-2-bedroom.jpg,99 serviced apartments: 2,,no,False,no,1,australia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00113.jsonl.gz-1011823.jpg
00009.jsonl.gz-9008407,"image 9 furnished 3 bedroom Apartment for rent in Innere Stadt, Vienna","https://res.cloudinary.com/homelike/image/upload/w_1024,c_fill/homelike-05%2Fuploads%2F837c98b0404d01b57326c25049f308d6b102b7c9f891e70bc06af70391ed896d.jpeg",Vienna,sm,greece_south africa_philippines_austria_canada_united states_italy,True,austria,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00009.jsonl.gz-9008407.jpg
00035.jsonl.gz-14896008,"image 10 furnished 1 bedroom Apartment for rent in Baden, Lower Austria","https://res.cloudinary.com/homelike/image/upload/l_homelike_white,fl_relative,g_south_east,w_0.3,x_0.05,y_0.05,o_70/w_1024,c_fit/homelike-05//ef6c334e-1975-44c1-8bff-425f06d0b904.jpeg",Baden,sm,mexico_south africa_germany_switzerland_australia_france_haiti_south sudan_chad_austria_canada_united states,True,austria,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00035.jsonl.gz-14896008.jpg
00030.jsonl.gz-12776144,Double bedroom example at the Austria Trend Hotel,https://media.lastnightoffreedom.co.uk/i/Hotels/800x500/843-gallery1.jpg,austria,,no,False,no,1,austria,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00030.jsonl.gz-12776144.jpg
00059.jsonl.gz-10799935,Bahama King Bedroom Set by Bahama Bedroom Furniture Setsocean Club Recgywu,http://tse3.mm.bing.net/th?id=OIP.DZwXLLvXkFNwluWnNebbvgHaFj,Bahama_Bahama,md,pakistan_sierra leone_united states_italy,True,bahamas,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00059.jsonl.gz-10799935.jpg
00024.jsonl.gz-10186413,The master bedroom of a Bahamas beach house devised by Andrew Raquet took shape around an Alan Campbell wallpaper the...,"https://media.architecturaldigest.com/photos/55e775bb302ba71f3016fccc/master/w_400,c_limit/dam-images-decor-2015-08-blue-bedrooms-blue-bedrooms-12.jpg",Bahamas,sm,spain_bahamas_uruguay_brazil,True,bahamas,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00024.jsonl.gz-10186413.jpg
00108.jsonl.gz-15265465,Bedroom at the Cottage with King bed - Palmirage- Private Tropical Cottage Close to Beach - Long Island - rentals,https://tap2.fkimg.com/media/vr-splice-j/00/11/6f/01.jpg,Long Island,sm,"south africa_malaysia_papua new guinea_bahamas_india_sierra leone_kiribati_ireland_seychelles_saudi arabia_united states_kenya_jamaica_australia_canada_sudan_trinidad and tobago_antarctica_svalbard and jan mayen_falkland islands (malvinas)_new zealand_bermuda_united kingdom_antigua and barbuda_korea, republic of_myanmar",True,bahamas,1,bahamas,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00108.jsonl.gz-15265465.jpg
00036.jsonl.gz-5758000,2 Bedroom Apartment in Sanabis-photo @index,https://a.jpmena.com/7c1f5f0c4b9e29f-search_results.jpeg,Sanabis,sm,no,False,no,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00036.jsonl.gz-5758000.jpg
00011.jsonl.gz-17601996,Cozy Two- Bedroom Apartment in the Hub of Manama!‎,https://a0.muscache.com/im/pictures/3b20e373-b95f-4c2c-856e-451b1cf9eb4b.jpg?im_w=720,two- manama!‎,,no,False,no,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00011.jsonl.gz-17601996.jpg
00127.jsonl.gz-15498653,fully furnished One-bedroom apartment in Juffair,https://opensooq-images.os-cdn.com/previews/220x0/db/3f/db3fdd69359c5d12eca1e8fc5a289a40f23f06bdb465d5f04ce2e2ed59a5cb42.jpg.jpg,Juffair,trf,no,False,no,1,bahrain,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00127.jsonl.gz-15498653.jpg
00055.jsonl.gz-3817214,"2 Bedroom Flat for Sale in Jatra Bari, Dhaka - At South Kutubkhali This 400 Square Feet Residential Apartment For Sale",https://images-cdn.bproperty.com/thumbnails/1363214-400x300.jpeg,Dhaka,sm,bangladesh_nepal_india_pakistan,True,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00055.jsonl.gz-3817214.jpg
00108.jsonl.gz-1900662,Quiet & Clean 2 Bedroom Condo in AmazingCity Savar,https://a0.muscache.com/im/pictures/9b31bfa4-a0c3-4ecf-b235-7035e1a22d78.jpg?aki_policy=x_medium,& 2 condo amazingcity savar,,no,False,no,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00108.jsonl.gz-1900662.jpg
00045.jsonl.gz-11545856,Hotel Orchard Suites - Dhaka - Bedroom,https://www.kayak.sg/rimg/kimg/c9/36/c122ff12-52f73a55.jpg?crop=true&height=357&width=650,Dhaka,trf,bangladesh_nepal_india_pakistan,True,bangladesh,1,bangladesh,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00045.jsonl.gz-11545856.jpg
00035.jsonl.gz-15602264,leith-court-11-barbados-bedroom,https://www.barbadosbarbados.com/wp-content/uploads/2016/02/leith-court-11-barbados-bedroom2-2-300x200.jpg,leith-court-11-barbados-bedroom,,no,False,no,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00035.jsonl.gz-15602264.jpg
00055.jsonl.gz-17888595,Wildon Home   Barbados Upholstered Bedroom Bench,https://www.staples-3p.com/s7/is/image/Staples/m004037724_sc7?$std$,Barbados,trf,barbados_brazil,True,barbados,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00055.jsonl.gz-17888595.jpg
00009.jsonl.gz-1071787,Radwood-Beach-House-2-bedroom-Barbados-vacation-rental,https://www.barbadosbarbados.com/wp-content/uploads/2019/01/Radwood-Beach_House-2-bed3-Barbados-vacation-rental-300x200.jpg,Barbados,md,barbados_brazil,True,barbados,1,barbados,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00009.jsonl.gz-1071787.jpg
00033.jsonl.gz-4716086,"Two-Bedroom Apartment - Prospekt Nezavisimosti, 83",https://q-xx.bstatic.com/xdata/images/hotel/840x460/21849731.jpg?k=b0a6ab113dd363c0c9c6208d9c8f11dea2a57047e3fdce27efc356fb31ef7f76&amp;o=,"two-bedroom - prospekt nezavisimosti, 83",,no,False,no,1,belarus,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00033.jsonl.gz-4716086.jpg
00102.jsonl.gz-14380254,Pin by Lori Shmalberg on Belgium Style in 2018 Pinterest Bedroom,https://i.pinimg.com/originals/7a/2b/56/7a2b561ec2259c54a4d95694b43ee13e.jpg,Belgium Style,sm,no,False,no,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00102.jsonl.gz-14380254.jpg
00033.jsonl.gz-11049280,"Bright room in 3-bedroom apartment in Center, Brussels",https://d1052pu3rm1xk9.cloudfront.net/smww_768_verified_ur_6_50/ef82d51c120172c2e727664acac31886121ce0ce58cf556f7fa6ea6f.jpg,Center_Brussels,sm,south africa_philippines_hungary_belgium_canada_latvia_united states,True,belgium,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00033.jsonl.gz-11049280.jpg
00042.jsonl.gz-11941791,Bright 1 bedroom Condo in Woluwe-Saint-Lambert with Internet Access - Woluwe-Saint-Lambert vacation rentals,https://tap1.fkimg.com/media/vr-splice-l/01/9e/d0/13.jpg,Woluwe-Saint-Lambert,trf,belgium,False,belgium,1,belgium,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00042.jsonl.gz-11941791.jpg
00004.jsonl.gz-9734236,Cabana bedroom at Chan Chich Resort,https://photos.smugmug.com/Nature/Chan-Chich-Belize/i-PtPHrsV/3/96b67362/Ti/_MG_1876_Chan%20Chich%20cabana-Ti.jpg,chan chich,,no,False,no,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00004.jsonl.gz-9734236.jpg
00020.jsonl.gz-9358429,Belizean Dreams Resort: One Bedroom Villa (upstairs bedroom),https://media-cdn.tripadvisor.com/media/photo-s/03/08/72/fb/belizean-dreams.jpg,belizean dreams resort: (upstairs bedroom),,no,False,no,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00020.jsonl.gz-9358429.jpg
00029.jsonl.gz-12101645,"Turneffe Island, Belize: Bedroom. Very comfortable bed!",https://media-cdn.tripadvisor.com/media/photo-s/0f/c3/e0/f3/bedroom-very-comfortable.jpg,Turneffe Island,sm,no,False,no,1,belize,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00029.jsonl.gz-12101645.jpg
00115.jsonl.gz-6006343,Bosnian National Monument Muslibegovic House Hotel: Our bedroom,https://media-cdn.tripadvisor.com/media/photo-s/01/12/b5/5d/our-bedroom.jpg,muslibegovic hotel:,,no,False,no,1,bosnia and herzegovina,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00115.jsonl.gz-6006343.jpg
00064.jsonl.gz-13863201,kanana-bedroom-botswana-yellow-zebra-safaris.jpg,https://yellowzebrasafaris.com/media/41768/kanana-bedroom-botswana-yellow-zebra-safaris.jpg?anchor=center&mode=crop&width=1024&height=512&format=jpg&quality=20&rnd=132070602970000000,kanana-bedroom-botswana-yellow-zebra-safaris.jpg,,no,False,no,1,botswana,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00064.jsonl.gz-13863201.jpg
00116.jsonl.gz-2676885,5 Bedroom House To Rent in Gaborone North,https://cdn.remax.co.za/listings/4042235/original/06c388c4-a6ce-e2f8-bebd-310cce10d91f.jpeg,Gaborone,md,botswana,False,botswana,1,botswana,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00116.jsonl.gz-2676885.jpg
00001.jsonl.gz-13456711,3 Bedroom House For Sale in Gaborone North,"https://fusionstoragelive.blob.core.windows.net/images/Listing/Office,800622/Photos,32105/pic_32105856.jpg",Gaborone,md,botswana,False,botswana,1,botswana,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00001.jsonl.gz-13456711.jpg
00108.jsonl.gz-2378493,rustic dark gloss wood bedroom furniture sets with antique table lamp and mirror elegant design ideas best neural wall painting color exotic brazilian brazilian wood furniture,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRHmi_WjImN7t2VknntBZpEv_WFxYz3JSvLpR5Ipmn-OhzdR7ic0Q,sets ideas,,no,False,no,1,brazil,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00108.jsonl.gz-2378493.jpg
00121.jsonl.gz-8273571,Rainforest Themed Crib Bedding Amazing Bedroom Living Room,https://1.bp.blogspot.com/_1TdaUKVhF0M/TRNoCIl-dXI/AAAAAAAAANE/MBhC6d5hw7w/s1600/african-plains-crib-bedding.jpg,rainforest themed,,no,False,no,1,brazil,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00121.jsonl.gz-8273571.jpg
00110.jsonl.gz-2659673,Jatoba for a Asian Bedroom with a Bedroom and Casita by Architectural Design & Construction,https://www.homeandlivingdecor.com/wp-content/uploads/2016/12/jatoba-for-a-asian-bedroom-with-a-bedroom-and-casita-by-architectural-design-construction.jpg,jatoba casita &,,no,False,no,1,brazil,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00110.jsonl.gz-2659673.jpg
00057.jsonl.gz-8202129,Boy Bedroom 1 (Brunei),http://beyondidco.com/data/contents/I%20-%20Boy%20Bedroom%201%20(Brunei).jpg,Brunei,sm,malaysia,False,malaysia,1,brunei,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00057.jsonl.gz-8202129.jpg
00093.jsonl.gz-6952290,EZ Lodgings - Double bedroom with window in Gadong,https://a0.muscache.com/im/pictures/9b751338-d096-46da-b2bc-0ea935f9a20f.jpg?aki_policy=large,Gadong,sm,"malaysia_korea, republic of_philippines_china",True,brunei,1,brunei,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00093.jsonl.gz-6952290.jpg
00111.jsonl.gz-5258365,Appartment in Veliko Tarnovo Interior Design Project: Bedroom,https://vidinova.com/wp-content/uploads/2018/08/d_ilchev6-uai-258x194.jpg,Veliko,md,bulgaria,False,bulgaria,1,bulgaria,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00111.jsonl.gz-5258365.jpg
00055.jsonl.gz-745696,New one-bedroom apartment in the center of Sofia,https://www.galardo.bg/uploads/images/R/6878-nov-dvustaen-apartament-v-centyra-na-sofiq/original/90066d1d-ca8e-46f7-aa65-aa1600b496dd.jpg,Sofia,sm,"russian federation_spain_greece_moldova, republic of_madagascar_france_sweden_italy_armenia_nigeria_bulgaria_mozambique_cuba_united states_portugal",True,bulgaria,1,bulgaria,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00055.jsonl.gz-745696.jpg
00109.jsonl.gz-11133540,Lovely furnished 1-bedroom apartment in holiday complex Iceberg 15,https://static4.superimoti.bg/property-images/big/25630_16.jpg,Iceberg,md,andorra_bulgaria,True,bulgaria,1,bulgaria,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00109.jsonl.gz-11133540.jpg
00107.jsonl.gz-7892005,4 Bedroom Apartment For Rent - Tonle Bassac,https://photos.ips-cambodia.com/photos/1801291708d6d3bf-IMG5009.jpg,4 - tonle bassac,,no,False,no,1,cambodia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00107.jsonl.gz-7892005.jpg
00012.jsonl.gz-3180192,Centrally Located 1 Bedroom Apartment in the Heart of BKK1 | Phnom Penh,https://www.homeconnectcambodia.com/wp-content/uploads/2016/04/IMG_1436.jpg,Phnom Penh,sm,cambodia,False,cambodia,1,cambodia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00012.jsonl.gz-3180192.jpg
00015.jsonl.gz-14685314,Colorful Budget Friendly 3 Bedroom 2 Bathroom Apartment in BKK3 for Rent | Phnom Penh Real Estate,https://hcncambodia.azurewebsites.net/wp-content/uploads/2017/09/IMG_5420.jpg,Rent,sm,russian federation,False,russian federation,1,cambodia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00015.jsonl.gz-14685314.jpg
00057.jsonl.gz-13869787,"Cameroon Old World Bedroom Furniture - Quality craftsmanship, hand stained  finishes and solid acacia wood",https://i.pinimg.com/736x/89/e6/ba/89e6ba66d771c1580d26ae12f9a11ab5.jpg,Cameroon,lg,cameroon,False,cameroon,1,cameroon,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00057.jsonl.gz-13869787.jpg
00083.jsonl.gz-5033261,Couba Club - Douala - Bedroom,https://content.r9cdn.net/rimg/kimg/5d/6a/343db0e9-599bba0b.jpg?width=335&height=268&crop=true,couba - douala -,,no,False,no,1,cameroon,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00083.jsonl.gz-5033261.jpg
00032.jsonl.gz-9200173,A Cameroonian juju hat and a raffia-wrapped bed give the master bedroom a tropical resort feel.,https://i1.wp.com/www.nehomemag.com/wp-content/uploads/2016/01/westport-17.jpg?w=342&h=464&ssl=1,cameroonian raffia-wrapped feel.,,no,False,no,1,cameroon,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00032.jsonl.gz-9200173.jpg
00094.jsonl.gz-9447571,Modern Country Interiors - Sinclair Bedroom Furniture. Canadian Made Solid  Wood Furniture.,https://i.pinimg.com/736x/2e/e4/f9/2ee4f930fa49c92d5c3529d66b9eedb5.jpg,interiors - sinclair furniture. furniture.,,no,False,no,1,canada,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00094.jsonl.gz-9447571.jpg
00120.jsonl.gz-8139951,Cambridge Cottage - Bedroom 2 Queen Bed - Crystal Beach Cottage Rentals - Lake Erie,https://crystalbeachcottagerentals.ca/wp-content/uploads/2019/02/Cambridge-Cottage-Bedroom-2-Queen-Bed-Crystal-Beach-Cottage-Rentals-Lake-Erie.jpg,Cambridge,sm,jamaica_new zealand_philippines_south africa_australia_canada_united kingdom_barbados_guyana_zimbabwe_united states_italy,True,canada,1,canada,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00120.jsonl.gz-8139951.jpg
00096.jsonl.gz-13578600,"Master Bedroom at 876 West 23rd Avenue, Cambie, Vancouver West",https://dyhx7is8pu014.cloudfront.net/www.clairrockel.com/homes/31898/mobile/876-w-23rd-ave-web-4.jpg?timestamp=1498499541,Avenue_Cambie,sm,australia_germany_united states_canada,True,canada,1,canada,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00096.jsonl.gz-13578600.jpg
00034.jsonl.gz-8109574,"Bedroom - Furnished Apartment in Providencia, Padre Mariano, Santiago Chile - Santiago - rentals",https://tap1.fkimg.com/media/vr-splice-j/00/5f/56/8b.jpg,Providencia,sm,"colombia_guatemala_mexico_argentina_nicaragua_new zealand_bolivia, plurinational state of_costa rica_peru_venezuela, bolivarian republic of_ecuador_paraguay_puerto rico_cuba_united states_chile",True,chile,1,chile,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00034.jsonl.gz-8109574.jpg
00069.jsonl.gz-6592302,Tierra Chiloé - Deluxe bedroom,https://www.thechilespecialists.com/sites/default/files/styles/730x345px-adaptive/adaptive-image/public/slideshow-pics/Tierra-Chiloe-Rooms-%284%29.jpg?itok=WLcVFREy,Tierra Chiloé - Deluxe,lg,no,False,no,1,chile,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00069.jsonl.gz-6592302.jpg
00056.jsonl.gz-955510,"Restored boarding house bedroom at museum in Punta Arenas, Chile.",https://m.psecn.photoshelter.com/img-get2/I0000si0VPzuiiDI/fill=200x200/fit=/I0000si0VPzuiiDI.jpg,Punta Arenas_Chile,sm,"colombia_guatemala_mexico_brazil_honduras_venezuela, bolivarian republic of_peru_ecuador_kyrgyzstan_nigeria_china_dominican republic_guinea-bissau_puerto rico_cuba_costa rica_chile",True,chile,1,chile,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00056.jsonl.gz-955510.jpg
00080.jsonl.gz-765539,Coaster Bedroom Queen Bed B219-30 - China Towne Furniture - Solvay ...,https://images2.imgix.net/p4dbimg/556/images/b219-30-1.jpg?fit=fill&trim=color&trimcolor=FFFFFF&trimtol=5&bg=FFFFFF&w=768&h=576&fm=pjpg,b219-30 - towne - solvay ...,,no,False,no,1,china,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00080.jsonl.gz-765539.jpg
00055.jsonl.gz-7867882,"Luxury diamond design model white pu leather wooden bedroom bed,muebles de dormitorio,bedroom furniture china(China)",https://ae01.alicdn.com/kf/HTB1yXRSSVXXXXcdXVXXq6xXFXXXR/Luxury-diamond-design-model-white-pu-leather-wooden-bedroom-bed-muebles-de-dormitorio-bedroom-furniture-china.jpg_220x220.jpg,china(China,trf,no,False,no,1,china,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00055.jsonl.gz-7867882.jpg
00096.jsonl.gz-1921103,Elegant New Chinese Style Collection Of Bedroom Design 2015,https://i.pinimg.com/originals/97/45/c4/9745c4861ddc0ea1c4c8bec56571d533.jpg,2015,,no,False,no,1,china,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00096.jsonl.gz-1921103.jpg
00091.jsonl.gz-3762155,Single Bed in Room for rent in a 2-bedroom apartment with balcony in La Macarena,https://d1052pu3rm1xk9.cloudfront.net/smww_768_verified_ur_6_50/414a667d07acc00001f869baab457a905801064ff7f62f40d02aae73.jpg,La Macarena,sm,"colombia_mexico_venezuela, bolivarian republic of_chile",True,colombia,1,colombia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00091.jsonl.gz-3762155.jpg
